ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город / населённый пункт;E-mail;Телефоны;Сайт;Источник контактов;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
2101003611;210101001;1022101629065;"МБОУ ""АЛТЫШЕВСКАЯ СОШ"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛТЫШЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429850, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н АЛАТЫРСКИЙ, П. АЛТЫШЕВО, УЛ. ШКОЛЬНАЯ, Д.10-А;429850;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;П. АЛТЫШЕВО;;;;;Директор;Ефимова Татьяна Александровна;;;85.14;Образование среднее общее;действующая
2101003629;210101001;1022101628658;"МБОУ ""АЛТЫШЕВСКАЯ ООШ"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛТЫШЕВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА ЯКОВА ГРИГОРЬЕВИЧА СУЛЬДИНА"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429851, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н АЛАТЫРСКИЙ, С. АЛТЫШЕВО, УЛ. ПОЛЕВАЯ, ЗД. 25А;429851;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. АЛТЫШЕВО;;;;;Директор;Долгова Ирина Викторовна;;;85.13;Образование основное общее;действующая
2113002281;211301001;1022103031158;"МБОУ ""АНАСТАСОВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АНАСТАСОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ПОРЕЦКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429026, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ПОРЕЦКИЙ, С. АНАСТАСОВО, УЛ. АНАСТАСОВО-2, Д.98, К.А;429026;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. АНАСТАСОВО;;;;;Директор;Мартемьянова Ирина Юрьевна;;;85.14;Образование среднее общее;действующая
2116810390;211601001;1022102432725;"МБОУ ""АНАТ-КИНЯРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ЧЕБОКСАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АНАТ-КИНЯРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ЧЕБОКСАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429526, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ЧЕБОКСАРСКИЙ, Д. МАЛЫЙ СУНДЫРЬ, УЛ. СТАНОВАЯ, Д.1 А;429526;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. МАЛЫЙ СУНДЫРЬ;;;;;Директор;Майорова Татьяна Михайловна;;;85.14;Образование среднее общее;действующая
2107001949;210701001;1022102832696;"МБОУ ""АНДРЕЕВО-БАЗАРСКАЯ СОШ"" КОЗЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АНДРЕЕВО-БАЗАРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КОЗЛОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429435, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н КОЗЛОВСКИЙ, Д. АНДРЕЕВО-БАЗАРЫ, УЛ. В.Г.ЕГОРОВА, Д.24;429435;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. АНДРЕЕВО-БАЗАРЫ;;;;;Директор;Азмуз Галина Вячеславовна;;;85.14;Образование среднее общее;действующая
2114002742;211401001;1022102830573;"МБОУ ""АРАБОСИНСКАЯ ООШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АРАБОСИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" УРМАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429403, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, М.О. УРМАРСКИЙ, Д. АРАБОСИ, УЛ. ЛЕНИНА, ЗД. 6;429403;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. АРАБОСИ;;;;;Исполняющий обязанности директора;Николаева Мария Михайловна;;;85.11;Образование дошкольное;действующая
2108006033;210801001;1042132001966;"МБОУ ""АСАНОВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АСАНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429150, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н КОМСОМОЛЬСКИЙ, Д. АСАНОВО, УЛ. КАЛИНИНА, Д.33;429150;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. АСАНОВО;;;;;Директор;Филиппов Анатолий Иванович;;;85.14;Образование среднее общее;действующая
2116810424;211601001;1022102432736;"МБОУ ""АТЛАШЕВСКАЯ СОШ ИМ. Н.Я. БИЧУРИНА"" ЧЕБОКСАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АТЛАШЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. Н.Я. БИЧУРИНА"" ЧЕБОКСАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429509, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ЧЕБОКСАРСКИЙ, П. НОВОЕ АТЛАШЕВО, ПЕР. В.КУДРЯШОВА, ВЛД. 5;429509;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;П. НОВОЕ АТЛАШЕВО;;;;;Директор;Мустаев Владимир Николаевич;;;85.14;Образование среднее общее;действующая
2110001829;211001001;1022102632914;"МБОУ ""АТНАРСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АТНАРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КРАСНОЧЕТАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429055, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н КРАСНОЧЕТАЙСКИЙ, С. АТНАРЫ, УЛ. ПРИШКОЛЬНАЯ, Д.60 А;429055;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. АТНАРЫ;;;;;Директор;Кудряшов Сергей Иванович;;;85.14;Образование среднее общее;действующая
2101003996;210101001;1022101629615;"МБОУ ""АТРАТСКАЯ СОШ"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АТРАТСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429841, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н АЛАТЫРСКИЙ, С. АТРАТЬ, УЛ. ЩОРСА, Д.11;429841;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. АТРАТЬ;;;;;Директор;Рябов Александр Иванович;;;85.14;Образование среднее общее;действующая
2101004090;210101001;1022101629329;"МБОУ ""АХМАТОВСКАЯ СОШ"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АХМАТОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ КАВАЛЕРА ДВУХ ОРДЕНОВ МУЖЕСТВА ЛЕВОЧКИНА ЕВГЕНИЯ ПАВЛОВИЧА"" АЛАТЫРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429816, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н АЛАТЫРСКИЙ, С. АХМАТОВО, УЛ. ЛЕНИНА, Д.44А;429816;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. АХМАТОВО;;;;;Директор;Емельянова Татьяна Викторовна;;;85.14;Образование среднее общее;действующая
2112002962;211201001;1022102630440;"МБОУ ""Б.КАРАЧКИНСКАЯ ООШ"" МОРГАУШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОЛЬШЕКАРАЧКИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" МОРГАУШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429546, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н МОРГАУШСКИЙ, С. БОЛЬШОЕ КАРАЧКИНО, УЛ. ЦЕНТРАЛЬНАЯ, Д.71;429546;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БОЛЬШОЕ КАРАЧКИНО;;;;;Руководитель ликвидационной комиссии;Ермолаева Татьяна Георгиевна;;;85.13;Образование основное общее;действующая
2106004009;210601001;1022102232965;"МБОУ ""БАЙГИЛЬДИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КАНАШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БАЙГИЛЬДИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КАНАШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429308, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н КАНАШСКИЙ, Д. БАЙГИЛЬДИНО, УЛ. ВОЛКОВА, Д.35;429308;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. БАЙГИЛЬДИНО;;;;;Директор;Ильин Владислав Гаврилович;;;85.14;Образование среднее общее;действующая
2120002356;212001001;1022101833126;"МБОУ ""БАЙДЕРЯКОВСКАЯ ООШ ЯЛЬЧИКСКОГО МУНИЦИПАЛЬНОГО ОКРУГА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БАЙДЕРЯКОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ЯЛЬЧИКСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ""";429380, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ЯЛЬЧИКСКИЙ, С. БАЙДЕРЯКОВО, УЛ. ЛЕНИНА, Д.79В;429380;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БАЙДЕРЯКОВО;;;;;Директор;Петрова Ольга Геннадиевна;;;85.13;Образование основное общее;действующая
2119900806;211901001;1022102628789;"МБОУ ""БАЛДАЕВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БАЛДАЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ЯДРИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429064, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, М.О. ЯДРИНСКИЙ, С. БАЛДАЕВО, УЛ. ШКОЛЬНАЯ, ЗД. 18А;429064;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БАЛДАЕВО;;;;;Директор;Андреева Татьяна Николаевна;;;85.14;Образование среднее общее;действующая
2103006382;210301001;1042132001504;"МБОУ ""БАТЫРЕВСКАЯ ВЕЧЕРНЯЯ (СМЕННАЯ) СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БАТЫРЕВСКАЯ ВЕЧЕРНЯЯ (СМЕННАЯ) СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" БАТЫРЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429350, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н БАТЫРЕВСКИЙ, С. БАТЫРЕВО, ПР-КТ ЛЕНИНА, Д.18;429350;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БАТЫРЕВО;;;;;Директор;Алимова Алсу Нурулловна;;;85.14;Образование среднее общее;действующая
2103006343;210301001;1042132001460;"МБОУ ""БАТЫРЕВСКАЯ СОШ №2""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БАТЫРЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2"" БАТЫРЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429350, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, М.О. БАТЫРЕВСКИЙ, С. БАТЫРЕВО, УЛ. А.П.ТАБАКОВА, Д. 11;429350;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БАТЫРЕВО;;;;;Директор;Лялина Людмила Васильевна;;;85.14;Образование среднее общее;действующая
2105003362;210501001;1032133002989;"МБОУ ""БЕРЕЗОВСКАЯ ООШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БЕРЕЗОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429708, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ИБРЕСИНСКИЙ, П. БЕРЕЗОВКА, УЛ. ШКОЛЬНАЯ, Д.4;429708;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;П. БЕРЕЗОВКА;;;;;Директор;Степанов Иван Николаевич;;;85.13;Образование основное общее;действующая
2117002476;211701001;1032132001362;"МБОУ ""БИЧУРГА-БАИШЕВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БИЧУРГА- БАИШЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ШЕМУРШИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429175, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ШЕМУРШИНСКИЙ, С. БИЧУРГА-БАИШЕВО, УЛ. МИЧУРИНА, Д.13;429175;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БИЧУРГА-БАИШЕВО;;;;;Директор;Можаева Эльвира Самуиловна;;;85.14;Образование среднее общее;действующая
2115004213;211501001;1022102832003;"МБОУ ""БОГАТЫРЕВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОГАТЫРЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ЦИВИЛЬСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429922, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ЦИВИЛЬСКИЙ, С. БОГАТЫРЕВО, УЛ. ПРИШКОЛЬНАЯ, Д.1;429922;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БОГАТЫРЕВО;;;;;И.о. директора;Кузьмина Елена Валентиновна;;;85.14;Образование среднее общее;действующая
2105005480;210501001;1102133000166;"МБОУ ""БОЛЬШЕАБАКАСИНСКАЯ ООШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОЛЬШЕАБАКАСИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ С.В.ЭЛЬГЕРА"" ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429712, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ИБРЕСИНСКИЙ, Д. БОЛЬШИЕ АБАКАСЫ, УЛ. МИРА, Д.8;429712;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. БОЛЬШИЕ АБАКАСЫ;;;;;Директор;Васильева Светлана Николаевна;;;85.13;Образование основное общее;действующая
2110001868;211001001;1022102632364;"МБОУ ""БОЛЬШЕАТМЕНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОЛЬШЕАТМЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КРАСНОЧЕТАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429051, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н КРАСНОЧЕТАЙСКИЙ, Д. БОЛЬШИЕ АТМЕНИ, УЛ. РЕЧНАЯ, Д.100;429051;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. БОЛЬШИЕ АТМЕНИ;;;;;Директор;Ейков Анатолий Михайлович;;;85.14;Образование среднее общее;действующая
2106004143;210601001;1022102232129;"МБОУ ""БОЛЬШЕБИКШИХСКАЯ СОШ"" КАНАШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОЛЬШЕБИКШИХСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КАНАШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429306, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н КАНАШСКИЙ, Д. БОЛЬШИЕ БИКШИХИ, УЛ. СОВЕТСКАЯ, Д.6А;429306;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. БОЛЬШИЕ БИКШИХИ;;;;;Директор;Никитина Наталия Николаевна;;;85.14;Образование среднее общее;действующая
2116810449;211601001;1022102431735;"МБОУ ""БОЛЬШЕКАТРАСЬСКАЯ СОШ"" ЧЕБОКСАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОЛЬШЕКАТРАСЬСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ЧЕБОКСАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429525, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н ЧЕБОКСАРСКИЙ, Д. БОЛЬШИЕ КАТРАСИ, УЛ. МОЛОДЕЖНАЯ, Д.1А;429525;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;Д. БОЛЬШИЕ КАТРАСИ;;;;;Директор;Данилов Дмитрий Витальевич;;;85.14;Образование среднее общее;действующая
2112002120;211201001;1022102629196;"МБОУ ""БОЛЬШЕСУНДЫРСКАЯ СОШ ИМ.В.А.ВЕРЕНДЕЕВА"" МОРГАУШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОЛЬШЕСУНДЫРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ.В.А.ВЕРЕНДЕЕВА"" МОРГАУШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ";429544, ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ, Р-Н МОРГАУШСКИЙ, С. БОЛЬШОЙ СУНДЫРЬ, УЛ. ЛЕНИНА, Д.10;429544;ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;С. БОЛЬШОЙ СУНДЫРЬ;;;;;Директор;Ванюшкина Людмила Валерьевна;;;85.14;Образование среднее общее;действующая
