ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город;Населённый пункт;E-mail;Телефоны;Сайт;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
3711017695;371101001;1063711000726;"МБУ ДО ""СШ ГОРОДСКОГО ОКРУГА КОХМА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ГОРОДСКОГО ОКРУГА КОХМА""";;;Ивановская область;;;;;;;Директор;Кириллов Андрей Евгеньевич;;;;;
3702037046;370201001;1033700067686;"МБУ ДО ""СШ №11""";МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №11 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Мельников Николай Геннадьевич;;;;;
3726000817;372601001;1023701830316;"МБУ ДО ""ЮЖСКАЯ ДШИ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ЮЖСКАЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ""";;;Ивановская область;;;;;;;Директор;Панфилов Иван Вячеславович;;;;;
3719003775;371901001;1023701712066;МБУ ДО ДМШ Г. ПРИВОЛЖСКА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА Г. ПРИВОЛЖСКА;;;Ивановская область;;;;;;;И.о. директора;Зайцева Екатерина Михайловна;;;;;
3705006695;370501001;1023701359241;МБУ ДО ДМШ ФУРМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА ФУРМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;;Ивановская область;;;;;;;Директор;Цветкова Наталья Геннадьевна;;;;;
3729022424;370201001;1033700076563;МБУ ДО ДХШ Г.ИВАНОВО;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ХУДОЖЕСТВЕННАЯ ШКОЛА ГОРОДА ИВАНОВО""";;;Ивановская область;;;;;;;Директор;Гущина Людмила Викторовна;;;;;
3705006688;370501001;1023701359923;МБУ ДО ДХШ ФУРМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ ХУДОЖЕСТВЕННАЯ ШКОЛА ФУРМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;;Ивановская область;;;;;;;Директор;Степанова Вера Михайловна;;;;;
3719002965;371901001;1023701712000;МБУ ДО ДШИ Г. ПЛЁС;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ Г. ПЛЁС;;;Ивановская область;;;;;;;Директор;Антонова Елена Ивановна;;;;;
3719004497;371901001;1023701711846;МБУ ДО ДЮСШ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА Г. ПРИВОЛЖСКА;;;Ивановская область;;;;;;;Директор;Ветчинников Дмитрий Владимирович;;;;;
3724003410;372401001;1023701789968;МБУ ДО ДЮСШ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ТЕЙКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Крячко Роман Владимирович;;;;;
3715004295;371501001;1023701650730;МБУ ДО ЛЕЖНЕВСКАЯ ДШИ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЛЕЖНЕВСКАЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ;;;Ивановская область;;;;;;;Директор;Тамбовская Наталья Викторовна;;;;;
3728008829;370201001;1063702025860;МБУ ДО СТШ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНО-ТЕХНИЧЕСКАЯ ШКОЛА КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Абдуллаева Екатерина Андреевна;;;;;
3701005595;370101001;1023700509183;МБУ ДО СШ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;Директор;Авдеева Светлана Сергеевна;;;;;
3702245310;370201001;1203700012163;"МБУ ДО СШ ""ТЕКСТИЛЬЩИК""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""ТЕКСТИЛЬЩИК"" КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА";;;Ивановская область;;;;;;;Временно исполняющий обязанности директора;Иванников Олег Евгеньевич;;;;;
3728032123;370201001;1033700063540;МБУ ДО СШ №1;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №1 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Временно исполняющий обязанности директора;Федосеева Людмила Александровна;;;;;
3731038580;370201001;1033700073990;МБУ ДО СШ №10;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №10 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Белина Лариса Владиленовна;;;;;
3728033078;370201001;1033700064265;МБУ ДО СШ №2;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №2 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Шаварина Марина Юрьевна;;;;;
3731039721;370201001;1033700067037;МБУ ДО СШ №3;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №3 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Дворцов Андрей Евгеньевич;;;;;
3702232745;370201001;1033700072042;МБУ ДО СШ №6;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №6 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Дворникова Ольга Владимировна;;;;;
3702027827;370201001;1033700072053;МБУ ДО СШ №7;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №7 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Анисенко Артем Валерьевич;;;;;
3702641836;370201001;1113702006384;МБУ ДО СШ №9;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №9 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Курмаева Юлия Юрьевна;;;;;
3707004005;370701001;1033700000355;"МБУДО ""ДШИ ВИЧУГСКОГО МУНИЦИПАЛЬНОГО ОКРУГА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ ВИЧУГСКОГО МУНИЦИПАЛЬНОГО ОКРУГА""";;;Ивановская область;;;;;;;Директор;Родина Ирина Владимировна;;;;;
3729022343;370201001;1033700061548;"МБУДО ""ДШИ Г. ИВАНОВО""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ ГОРОДА ИВАНОВА""";;;Ивановская область;;;;;;;Директор;Митрофанова Ольга Ивановна;;;;;
3701004030;370101001;1033700000377;"МБУДО ""ДШИ Г.О.ВИЧУГА ИМ.Б.А.ПЕРЕВЕЗЕНЦЕВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ ГОРОДСКОГО ОКРУГА ВИЧУГА ИМЕНИ ПЕРЕВЕЗЕНЦЕВА БОРИСА АЛЕКСАНДРОВИЧА""";;;Ивановская область;;;;;;;Директор;Трапезина Анна Павловна;;;;;
3703012654;370301001;1023701274211;"МБУДО ""СШ ИМ.ОЛИМПИЙСКОГО ЧЕМПИОНА С.КЛЮГИНА"" Г.О.КИНЕШМА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ИМЕНИ ОЛИМПИЙСКОГО ЧЕМПИОНА СЕРГЕЯ КЛЮГИНА"" ГОРОДСКОГО ОКРУГА КИНЕШМА";;;Ивановская область;;;;;;;Директор;Уланов Евгений Геннадьевич;;;;;
3731025101;370201001;1033700078730;МБУДО ДМШ № 1 Г. ИВАНОВО;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 1 ГОРОДА ИВАНОВО""";;;Ивановская область;;;;;;;Директор;Сморчкова Татьяна Владимировна;;;;;
3728024490;370201001;1033700061559;МБУДО ДМШ № 2 Г. ИВАНОВО;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 2 ГОРОДА ИВАНОВО""";;;Ивановская область;;;;;;;Директор;Александрова Надежда Михайловна;;;;;
3730010141;370201001;1033700063902;МБУДО ДМШ № 3 Г. ИВАНОВО;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 3 ГОРОДА ИВАНОВО""";;;Ивановская область;;;;;;;Директор;Травкина Екатерина Евгеньевна;;;;;
3728024475;370201001;1033700070425;МБУДО ДМШ № 4 Г. ИВАНОВО;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 4 ГОРОДА ИВАНОВО""";;;Ивановская область;;;;;;;Директор;Кузнецова Марина Борисовна;;;;;
3728024500;370201001;1033700078675;МБУДО ДМШ № 5 Г. ИВАНОВО;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 5 ГОРОДА ИВАНОВО""";;;Ивановская область;;;;;;;Директор;Чичваркина Татьяна Николаевна;;;;;
3728024482;370201001;1033700076189;МБУДО ДМШ № 7 Г. ИВАНОВО;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 7 ГОРОДА ИВАНОВО""";;;Ивановская область;;;;;;;Директор;Елагина Елена Игоревна;;;;;
3703017941;370301001;1063703012031;"МБУДО СШ ""АРЕНА"" Г.О.КИНЕШМА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""АРЕНА"" ГОРОДСКОГО ОКРУГА КИНЕШМА";;;Ивановская область;;;;;;;Директор;Вагурин Дмитрий Викторович;;;;;
3703044783;370301001;1113703000102;"МБУДО СШ ""ВОЛЖАНИН"" Г.О.КИНЕШМА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""ВОЛЖАНИН"" ГОРОДСКОГО ОКРУГА КИНЕШМА";;;Ивановская область;;;;;;;Директор;Крупин Михаил Федорович;;;;;
3701045076;370101001;1093701000711;"МБУДО СШ ""ДЕЛЬФИН""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""ДЕЛЬФИН""";;;Ивановская область;;;;;;;Директор;Низов Александр Львович;;;;;
3703016507;370301001;1053703032558;"МБУДО СШ ""ЗВЁЗДНЫЙ"" Г.О.КИНЕШМА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""ЗВЁЗДНЫЙ"" ГОРОДСКОГО ОКРУГА КИНЕШМА";;;Ивановская область;;;;;;;Директор;Воеводина Елена Вячеславовна;;;;;
3701005980;370101001;1033700003072;"МБУДО СШ ""НОГИНЕЦ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""НОГИНЕЦ""";;;Ивановская область;;;;;;;Директор;Калугин Юрий Сергеевич;;;;;
3727004589;372701001;1023701727752;МИХАЙЛОВСКАЯ НАЧАЛЬНАЯ ШКОЛА;МУНИЦИПАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МИХАЙЛОВСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Ивановская область;;;;;;;Руководитель ликвидационной комиссии;Суханова Галина Дмитриевна;;;;;
3709004297;370901001;1023701457724;"МКОУ ""БОРОДИНСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОРОДИНСКАЯ СРЕДНЯЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Ильичёва Марина Анатольевна;;;;;
3722001552;372201001;1023701650191;"МКОУ ""ВОЗНЕСЕНСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОЗНЕСЕНСКАЯ СРЕДНЯЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Сибиряков Андрей Викторович;;;;;
3709004346;370901001;1023701457867;"МКОУ ""НЕПОТЯГОВСКАЯ ОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НЕПОТЯГОВСКАЯ ОСНОВНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Борисова Елена Витальевна;;;;;
3707003604;370701001;1023700508985;"МКОУ ""НОВОПИСЦОВСКАЯ СРЕДНЯЯ ШКОЛА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НОВОПИСЦОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Голунова Наталья Евгеньевна;;;;;
3709004272;370901001;1023701458065;"МКОУ ""НОВОСЁЛКОВСКАЯ ОШ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НОВОСЁЛКОВСКАЯ ОСНОВНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Макарова Галина Вячеславовна;;;;;
3709004226;370901001;1023701458197;"МКОУ ""ОСАНОВЕЦКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСАНОВЕЦКАЯ СРЕДНЯЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Пономарева Надежда Валерьевна;;;;;
3716001593;371601001;1023701701627;"МКОУ ""ПОРЗДНЕВСКАЯ СРЕДНЯЯ ШКОЛА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПОРЗДНЕВСКАЯ СРЕДНЯЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Климова Татьяна Васильевна;;;;;
3709004339;370901001;1023701458505;"МКОУ ""РАТНИЦКАЯ ОШ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""РАТНИЦКАЯ ОСНОВНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Раков Александр Юрьевич;;;;;
3707003442;370701001;1023700508424;"МКОУ ""СОШНИКОВСКАЯ ОСНОВНАЯ ШКОЛА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СОШНИКОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Артемьева Наталия Викторовна;;;;;
